Time,Level,Predicted Wet Inflow,Predicted Dry Inflow,Actual Inflow,Actual Outflow
8000,5.3716639254362235,609.9576,740.2443,1499.180868963101,1499.180868963101
8001,5.3716639254362235,612.5945,833.93304,1781.977924437737,1781.977924437737
8002,5.3716639254362235,607.11035,923.99084,1425.5564527734045,1425.5564527734045
8003,5.3716639254362235,596.83246,997.2575,1588.8328833355981,1588.8328833355981
8004,5.3716639254362235,592.9937,1055.357,1566.0054835190576,1566.0054835190576
8005,5.3716639254362235,596.519,1099.4955,1470.9313243207835,1470.9313243207835
8006,5.3716639254362235,590.6544,1127.5626,1530.3711208475681,1530.3711208475681
8007,5.3716639254362235,583.92975,1143.0009,1847.3080385103635,1847.3080385103635
8008,5.3716639254362235,574.424,1148.3481,1547.9728940569448,1547.9728940569448
8009,5.3716639254362235,563.8733,1145.7646,1746.5965696188894,1746.5965696188894
8010,5.3716639254362235,555.61633,1136.5118,1807.9219318271869,1807.9219318271869
8011,5.3716639254362235,551.238,1114.9734,1877.0636385917855,1877.0636385917855
8012,5.3716639254362235,545.9466,1080.667,1745.810988461239,1745.810988461239
8013,5.3716639254362235,540.1028,1039.6145,1559.612209886963,1559.612209886963
8014,5.3716639254362235,543.23785,986.3088,1114.0521571394004,1114.0521571394004
8015,5.3716639254362235,558.7778,936.4475,1134.3186301560747,1134.3186301560747
8016,5.3716639254362235,568.36145,881.3842,1075.6806424245283,1075.6806424245283
8017,5.3716639254362235,579.49835,847.1872,1127.742624480985,1127.742624480985
8018,5.3716639254362235,595.4803,801.9759,1221.2585887227933,1221.2585887227933
8019,5.3716639254362235,613.6049,759.7967,1272.2023249630886,1272.2023249630886
8020,5.371663925436163,629.9348,739.8662,993.1987976729224,993.1987976729225
8021,5.371663925436163,633.9848,738.59454,725.4007334315532,725.4007334315532
8022,5.371663925436163,627.0138,764.80914,652.8652118127197,652.8652118127197
8023,5.371663925436163,621.6438,808.4844,663.1088767635488,663.1088767635488
8024,5.371663925436163,628.6728,866.06793,848.5258182158195,848.5258182158195
8025,5.3716639254362235,629.6396,928.3433,1328.0427619057616,1328.0427619057616
8026,5.3716639254362235,622.5078,987.9571,1735.9535551221447,1735.9535551221447
8027,5.3716639254362235,612.4358,1031.9478,1910.4331780039188,1910.4331780039188
8028,5.3716639254362235,608.2286,1067.3683,1734.4451597841864,1734.4451597841864
8029,5.3716639254362235,612.12,1092.4583,1504.2822686543884,1504.2822686543884
8030,5.3716639254362235,605.70825,1103.4296,1713.2349912514014,1713.2349912514014
8031,5.3716639254362235,598.67126,1111.8367,1870.342201529273,1870.342201529273
8032,5.3716639254362235,587.95715,1112.0804,1805.560532099373,1805.560532099373
8033,5.3716639254362235,577.7733,1113.6825,1843.2085320227275,1843.2085320227275
8034,5.3716639254362235,569.75653,1116.6892,1778.3023212073115,1778.3023212073115
8035,5.3716639254362235,565.1258,1106.479,1578.7397275845835,1578.7397275845835
8036,5.3716639254362235,559.2794,1084.6108,1685.7139086952832,1685.7139086952832
8037,5.3716639254362235,555.0605,1055.2302,1686.5868297036675,1686.5868297036675
8038,5.3716639254362235,559.17395,1013.0086,1356.1643454859375,1356.1643454859375
8039,5.3716639254362235,575.3524,967.41583,1155.1391030629648,1155.1391030629648
8040,5.3716639254362235,585.18085,922.07477,1028.8967116516326,1028.8967116516326
8041,5.371663925436163,594.60345,888.8768,1015.3572280827576,1015.3572280827577
8042,5.371663925436163,609.6254,844.0194,748.3861683026537,748.3861683026537
8043,5.371663925436163,626.73035,792.95917,677.9154278392955,677.9154278392955
8044,5.3716639254362235,638.95746,747.8836,1088.514899615904,1088.514899615904
8045,5.3716639254362235,636.00885,714.62445,1295.0005553897518,1295.0005553897518
8046,5.3716639254362235,625.05975,705.07074,1842.0041557729267,1842.0041557729267
8047,5.3716639254362235,615.1226,719.55457,2394.4218000026513,2394.4218000026513
8048,5.3716639254362235,615.5104,751.42847,2635.8058000019173,2635.8058000019173
8049,5.3716639254362235,611.90045,805.7349,2438.808333333081,2438.808333333081
8050,258.48875686252495,602.2448,872.7152,3154.275785715045,2901.1586927779563
8051,518.9529819448862,591.01306,939.7202,3737.2112619102227,3476.7470368278614
8052,1450.937231415271,586.6418,1001.66864,3354.0604952445137,2422.076245774129
8053,936.1662498459032,589.9804,1055.4496,3128.037683333642,3642.8086649030097
8054,1406.0072534184178,584.3131,1093.6301,2931.501037664501,2461.6600340919863
8055,270.9382582770404,577.8969,1119.6045,2609.3847948092825,3744.45378995066
8056,5.3716639254362235,568.87195,1132.6378,2452.4259499968994,2717.9925443485035
8057,5.3716639254362235,559.4067,1132.1359,2619.7118166630303,2619.7118166630303
8058,5.3716639254362235,550.20953,1121.3625,2547.959816665234,2547.959816665234
8059,5.3716639254362235,544.98785,1096.6177,2187.0027500019987,2187.0027500019987
8060,5.3716639254362235,539.86194,1057.0907,1941.79590909237,1941.79590909237
8061,5.3716639254362235,535.13293,1009.15204,1880.4520455378129,1880.4520455378129
8062,5.3716639254362235,537.483,947.5373,1869.2684670993967,1869.2684670993967
8063,5.3716639254362235,551.955,882.24536,1743.9687379052548,1743.9687379052548
8064,5.3716639254362235,560.02844,818.9394,1917.3678823520136,1917.3678823520136
8065,5.3716639254362235,569.5151,771.3619,2071.560833333187,2071.560833333187
8066,5.3716639254362235,584.77997,709.84125,2160.8095000009757,2160.8095000009757
8067,5.3716639254362235,602.19867,649.0978,1961.1745000025155,1961.1745000025155
8068,5.3716639254362235,614.2747,596.523,1751.5786845305668,1751.5786845305668
8069,5.3716639254362235,614.74274,568.4415,1539.4077440507012,1539.4077440507012
8070,5.3716639254362235,607.55975,577.8158,1298.905222222292,1298.905222222292
8071,5.3716639254362235,600.7829,612.2464,1385.7622212152614,1385.7622212152614
8072,5.3716639254362235,604.02686,675.0629,1513.4707359573715,1513.4707359573715
8073,5.3716639254362235,602.4166,750.7636,1658.0053421879325,1658.0053421879325
8074,5.3716639254362235,594.08154,833.18353,1650.5457102795945,1650.5457102795945
8075,5.3716639254362235,583.0034,907.0025,1445.777289974653,1445.777289974653
8076,5.3716639254362235,578.5537,972.9869,1045.4935293950336,1045.4935293950336
8077,5.3716639254362235,580.984,1024.4734,1346.369693825175,1346.369693825175
8078,5.3716639254362235,574.82263,1055.9083,1685.346968619281,1685.346968619281
8079,5.3716639254362235,568.41833,1072.7208,1875.9610502418527,1875.9610502418527
8080,5.3716639254362235,558.3205,1073.4207,1674.5791480906219,1674.5791480906219
8081,5.3716639254362235,547.1329,1064.4327,1662.6381703115067,1662.6381703115067
8082,5.3716639254362235,536.3259,1046.1691,1777.480916662993,1777.480916662993
8083,5.3716639254362235,530.9546,1019.04456,1632.1243677940156,1632.1243677940156
8084,5.3716639254362235,525.0495,979.44135,1500.627706872922,1500.627706872922
8085,5.3716639254362235,519.56805,933.8826,1905.2806238157727,1905.2806238157727
8086,5.3716639254362235,522.2449,877.82495,1763.169885720836,1763.169885720836
8087,5.3716639254362235,536.85004,820.5265,1686.9017063514484,1686.9017063514484
8088,5.3716639254362235,546.52405,766.30273,1545.2371261532571,1545.2371261532571
8089,5.3716639254362235,557.30414,728.4222,1703.3600985480139,1703.3600985480139
8090,5.3716639254362235,573.65094,677.5316,1217.6766418400384,1217.6766418400384
8091,5.3716639254362235,592.1947,626.7037,1158.5771114003253,1158.5771114003253
8092,5.371663925436163,606.7303,585.9837,800.6864114033067,800.6864114033068
8093,5.371663925436163,609.17194,566.6129,891.3514148675732,891.3514148675732
8094,5.3716639254362235,602.4076,580.0644,1274.8434125961326,1274.8434125961326
8095,5.3716639254362235,595.54785,617.0279,1327.5538097024644,1327.5538097024644
8096,5.3716639254362235,598.3456,678.4097,1474.2242101518134,1474.2242101518134
8097,5.3716639254362235,596.742,753.76294,1789.6099794143156,1789.6099794143156
8098,5.3716639254362235,588.54877,834.9279,1791.4188466576513,1791.4188466576513
8099,5.3716639254362235,577.886,908.25854,1809.4357324171976,1809.4357324171976
8100,5.3716639254362235,573.6952,973.9821,1722.3680273837208,1722.3680273837208
8101,5.3716639254362235,576.7375,1026.7211,1455.6758160193406,1455.6758160193406
8102,5.3716639254362235,571.0569,1061.1646,1436.1834172356519,1436.1834172356519
8103,5.3716639254362235,565.7745,1082.4187,1778.6544588262084,1778.6544588262084
8104,5.3716639254362235,556.61865,1087.505,1644.721348330211,1644.721348330211
8105,5.3716639254362235,545.9764,1082.0643,1341.8817095184645,1341.8817095184645
8106,5.3716639254362235,536.30237,1069.4319,1707.2539455796725,1707.2539455796725
8107,5.3716639254362235,531.8343,1045.9695,1763.4699630503094,1763.4699630503094
8108,5.3716639254362235,526.656,1012.02026,1739.4382857093576,1739.4382857093576
8109,5.3716639254362235,521.8849,972.7604,1632.497734926477,1632.497734926477
8110,5.3716639254362235,525.69617,923.09656,1859.4501587441534,1859.4501587441534
8111,5.3716639254362235,541.7161,870.89575,1532.5482576202523,1532.5482576202523
8112,5.3716639254362235,551.36523,817.5032,1437.5543235532489,1437.5543235532489
8113,5.3716639254362235,562.4485,777.45593,1665.3500785589088,1665.3500785589088
8114,5.3716639254362235,579.52716,723.8346,1126.827567305382,1126.827567305382
8115,5.3716639254362235,598.35205,668.3554,1126.5677487791318,1126.5677487791318
8116,5.371663925436163,613.1431,622.71326,1023.9225769892827,1023.9225769892829
8117,5.371663925436163,617.05505,601.0278,664.7240918818181,664.7240918818181
8118,5.371663925436163,611.43524,612.0168,539.1898525671096,539.1898525671096
8119,5.3716639254362235,605.6088,650.45734,1088.8982527553371,1088.8982527553371
8120,5.3716639254362235,609.67834,711.20886,1518.6042083404614,1518.6042083404614
8121,5.3716639254362235,609.0466,783.9821,1053.170284526901,1053.170284526901
8122,5.3716639254362235,601.5963,861.4223,1275.7764642877378,1275.7764642877378
8123,5.3716639254362235,590.84326,930.2909,1508.9865484175587,1508.9865484175587
8124,5.3716639254362235,586.5191,990.4437,1435.5455328507016,1435.5455328507016
8125,5.3716639254362235,589.3585,1038.6376,1424.5343078417593,1424.5343078417593
8126,5.3716639254362235,583.9027,1072.2814,1311.2015130951465,1311.2015130951465
8127,5.3716639254362235,579.2669,1098.297,1486.0141535744458,1486.0141535744458
8128,5.3716639254362235,572.0047,1120.134,1139.0818319855225,1139.0818319855225
8129,5.3716639254362235,564.54095,1136.1221,1202.7974347393592,1202.7974347393592
8130,5.3716639254362235,557.93,1147.6576,1444.133864100389,1444.133864100389
8131,5.3716639254362235,555.08563,1137.8262,1367.6979839743526,1367.6979839743526
8132,5.3716639254362235,551.262,1106.0339,1433.3873276865666,1433.3873276865666
8133,5.3716639254362235,547.22644,1060.3716,1674.3467767246493,1674.3467767246493
8134,5.3716639254362235,549.79724,998.1647,1212.511619489493,1212.511619489493
8135,5.3716639254362235,563.3062,931.17224,1233.2752933849415,1233.2752933849415
8136,5.3716639254362235,571.2236,865.07513,1131.0807227097805,1131.0807227097805
8137,5.371663925436163,580.33563,817.9401,851.6783570927473,851.6783570927474
8138,5.371663925436163,595.8761,762.62317,816.3947902213713,816.3947902213713
8139,5.371663925436163,613.4513,711.80084,772.0530186163112,772.0530186163112
8140,5.371663925436163,626.9713,675.422,618.5857549516007,618.5857549516007
8141,5.371663925436163,628.9234,664.46265,608.3531430447155,608.3531430447155
8142,5.371663925436163,621.9814,686.6041,749.7577734113255,749.7577734113255
8143,5.3716639254362235,615.02264,734.56506,1041.3270886311695,1041.3270886311695
8144,5.3716639254362235,617.67737,802.6817,1181.7398003438173,1181.7398003438173
8145,5.3716639254362235,616.525,883.2099,1438.6396829209016,1438.6396829209016
8146,5.3716639254362235,609.0141,965.8704,1375.1556071439647,1375.1556071439647
8147,5.3716639254362235,599.64264,1044.9025,1191.2964646376622,1191.2964646376622
8148,5.3716639254362235,596.8812,1114.0043,1111.1029527295184,1111.1029527295184
8149,5.3716639254362235,600.76575,1171.1033,1342.7485116993125,1342.7485116993125
8150,5.3716639254362235,596.1361,1211.7032,1360.7393733172878,1360.7393733172878
8151,5.371663925436163,591.5559,1235.1614,951.5204473340767,951.5204473340768
8152,5.3716639254362235,583.4901,1242.149,1104.369452277168,1104.369452277168
8153,5.3716639254362235,573.6466,1232.5016,1132.0485998963047,1132.0485998963047
8154,5.3716639254362235,564.19116,1208.6392,1608.2050238082209,1608.2050238082209
8155,5.3716639254362235,560.7307,1169.8683,1291.6885331417725,1291.6885331417725
8156,5.3716639254362235,558.19965,1122.0078,1452.990826361478,1452.990826361478
8157,5.3716639254362235,557.5827,1066.8556,1457.3610365701952,1457.3610365701952
8158,5.3716639254362235,561.41284,994.6112,1564.9568691887032,1564.9568691887032
8159,5.3716639254362235,578.531,935.1498,1676.9725238084955,1676.9725238084955
8160,5.3716639254362235,590.5301,881.6563,1707.9082991755065,1707.9082991755065
8161,5.3716639254362235,603.4541,847.9073,1374.2253902052005,1374.2253902052005
8162,5.3716639254362235,619.3868,799.77057,1128.9009055584136,1128.9009055584136
8163,5.3716639254362235,636.94116,752.2703,1042.3801061093548,1042.3801061093548
8164,5.3716639254362235,650.8515,716.5473,1732.517907142954,1732.517907142954
8165,5.3716639254362235,652.786,703.78674,2561.301533331499,2561.301533331499
8166,5.3716639254362235,646.31287,725.6944,2590.9362833325986,2590.9362833325986
8167,5.3716639254362235,639.79834,774.9029,2382.744149998041,2382.744149998041
